dispnum3,dispnum4,stday,stmon,styear,endday,endmon,endyear,outcome,settle,fatality,fatalpre,maxdur,mindur,hiact,hostlev,recip,numa,numb,link1,link2,link3,ongo2010,version
1401,-9,4,11,1966,4,11,1966,5,3,0,0,0,0,16,4,0,1,11,0,0,0,0,gml-2.0
1403,-9,14,5,1968,18,5,1968,5,3,0,0,4,4,16,4,0,1,1,0,0,0,0,gml-2.0
1404,-9,14,12,1971,16,12,1971,5,3,0,0,2,2,12,3,1,1,1,0,0,0,0,gml-2.0
1406,-9,1,3,1969,4,4,1969,5,3,0,0,34,34,14,4,0,1,1,0,0,0,0,gml-2.0
1407,-9,27,12,1963,NA,3,1964,6,1,0,0,95,65,13,4,0,1,1,0,0,0,0,gml-2.0
1408,-9,NA,10,1966,5,11,1966,7,1,0,0,35,5,15,4,1,1,1,0,0,0,0,gml-2.0
1410,-9,23,7,1962,23,7,1962,5,3,0,-9,0,0,17,4,1,1,1,0,0,0,0,gml-2.0
1411,-9,25,11,1974,18,6,1975,6,1,1,-9,205,205,17,4,1,1,1,0,0,0,0,gml-2.0
1418,-9,NA,1,1963,NA,1,1963,5,3,0,0,30,-30,11,3,0,1,1,0,0,0,0,gml-2.0
1419,-9,16,1,1965,29,5,1965,5,3,1,-9,133,133,16,4,1,1,1,0,0,0,0,gml-2.0
1422,-9,4,6,1967,4,7,1967,5,3,0,0,30,30,17,4,1,1,6,0,0,0,0,gml-2.0
1423,-9,20,8,1960,14,9,1961,6,1,0,0,390,390,16,4,0,1,1,0,0,0,0,gml-2.0
1425,-9,16,11,1963,19,4,1964,5,1,3,-9,155,155,17,4,1,1,1,0,0,0,0,gml-2.0
1426,-9,26,12,1963,29,3,1963,5,1,-9,-9,-272,-272,17,4,1,2,1,0,0,0,0,gml-2.0
1427,-9,26,5,1974,28,5,1974,7,1,0,0,2,2,15,4,1,1,1,0,0,0,0,gml-2.0
1428,-9,NA,12,1975,20,12,1975,5,3,0,0,19,-11,10,3,0,1,1,0,0,0,0,gml-2.0
1430,-9,9,10,1975,27,11,1977,5,3,-9,-9,780,780,18,4,1,2,1,0,0,0,0,gml-2.0
1435,-9,4,5,1975,7,1,1979,1,2,6,-9,1344,1344,20,5,1,1,5,0,0,0,0,gml-2.0
1441,-9,NA,8,1975,30,8,1988,6,1,6,-9,4778,4748,17,4,1,3,2,0,0,0,0,gml-2.0
1447,-9,7,4,1971,21,12,1971,2,1,6,-9,258,258,20,5,1,1,1,0,0,0,0,gml-2.0
1448,-9,2,5,1954,NA,10,1954,5,3,0,0,182,152,15,4,0,1,2,0,0,0,0,gml-2.0
1450,-9,7,9,1975,27,7,1976,7,3,0,0,324,324,17,4,1,1,9,0,0,0,0,gml-2.0
1452,-9,NA,6,1956,29,9,1956,5,3,0,0,120,91,15,4,1,2,2,0,0,0,0,gml-2.0
1462,-9,26,10,1968,18,12,1968,7,1,0,0,53,53,15,4,0,1,1,0,0,0,0,gml-2.0
1463,-9,22,3,1965,24,3,1965,7,1,0,0,2,2,15,4,1,1,3,0,0,0,0,gml-2.0
1466,-9,28,3,1962,5,10,1962,5,3,0,-9,191,191,17,4,1,1,3,0,0,0,0,gml-2.0
1469,-9,19,4,1976,20,4,1976,5,3,1,-9,1,1,17,4,1,1,1,0,0,0,0,gml-2.0
1472,-9,15,2,1975,1,9,1975,5,3,1,-9,198,198,17,4,1,2,1,0,0,0,0,gml-2.0
1477,-9,2,3,1918,25,4,1918,4,2,0,0,54,54,7,3,1,1,3,0,0,0,0,gml-2.0
1480,-9,26,6,1967,7,8,1970,5,1,6,-9,1138,1138,20,5,1,1,2,0,0,0,0,gml-2.0
1481,-9,24,11,1974,24,11,1974,7,3,0,0,0,0,15,4,0,1,1,0,0,0,0,gml-2.0
1482,-9,5,2,1865,9,5,1866,5,3,6,-9,458,458,20,5,1,1,4,0,0,0,0,gml-2.0
1486,-9,4,12,1884,18,4,1885,5,1,0,0,135,135,17,4,1,1,1,0,0,0,0,gml-2.0
1488,-9,NA,10,1885,NA,11,1885,5,3,0,0,60,1,7,3,0,3,1,0,0,0,0,gml-2.0
1489,-9,30,3,1874,31,10,1874,4,1,0,0,215,215,16,4,1,1,3,0,0,0,0,gml-2.0
1490,-9,5,6,1894,17,4,1895,1,2,6,-9,316,316,20,5,1,1,2,0,0,0,0,gml-2.0
1493,-9,NA,6,1849,NA,6,1849,5,3,0,0,29,-29,15,4,1,1,6,0,0,0,0,gml-2.0
1494,-9,12,12,1854,12,6,1855,1,2,0,0,182,182,14,4,0,1,1,0,0,0,0,gml-2.0
1495,-9,20,3,1856,20,3,1856,4,3,0,0,0,0,7,3,0,1,1,0,0,0,0,gml-2.0
1497,-9,NA,6,1870,8,8,1870,5,3,0,0,68,39,15,4,1,1,6,0,0,0,0,gml-2.0
1498,-9,7,11,1846,7,12,1846,4,3,0,0,30,30,8,3,0,2,1,0,0,0,0,gml-2.0
1500,-9,20,8,1857,20,2,1858,1,2,0,0,184,184,14,4,0,1,1,0,0,0,0,gml-2.0
1502,-9,25,1,1863,NA,12,1863,5,3,0,0,340,310,7,3,1,1,1,0,0,0,0,gml-2.0
1503,-9,NA,8,1872,NA,8,1872,5,3,0,0,30,-30,7,3,0,1,1,0,0,0,0,gml-2.0
1506,-9,13,4,1852,16,3,1853,6,1,0,0,337,337,7,3,1,1,4,0,0,0,0,gml-2.0
1507,-9,21,9,1843,21,3,1844,1,2,0,0,182,182,14,4,0,1,1,0,0,0,0,gml-2.0
1508,-9,NA,4,1873,22,5,1873,5,3,-9,-9,51,22,7,3,1,1,4,0,0,0,0,gml-2.0
1510,-9,15,10,1878,6,12,1878,6,1,0,0,52,52,15,4,1,1,1,0,0,0,0,gml-2.0
1511,-9,NA,5,1879,NA,11,1879,1,3,0,0,213,154,14,4,0,1,1,0,0,0,0,gml-2.0
1512,-9,NA,12,1891,NA,12,1891,4,1,0,0,30,-30,1,2,0,1,1,0,0,0,0,gml-2.0
1513,-9,NA,10,1897,2,11,1898,3,1,0,0,397,367,11,3,1,1,1,0,0,0,0,gml-2.0
1515,-9,1,3,1884,4,3,1884,4,2,0,0,3,3,3,2,0,1,1,0,0,0,0,gml-2.0
1517,-9,22,1,1883,22,1,1883,5,3,0,0,0,0,1,2,0,3,1,0,0,0,0,gml-2.0
1518,-9,8,11,1878,20,10,1883,1,2,6,-9,1807,1807,20,5,1,1,2,0,0,0,0,gml-2.0
1519,-9,NA,8,1863,30,12,1863,1,1,6,-9,151,121,20,5,1,1,1,0,0,0,0,gml-2.0
1520,-9,19,6,1862,31,7,1862,1,2,2,-9,42,42,17,4,1,1,1,0,0,0,0,gml-2.0
1521,-9,NA,11,1857,NA,11,1857,6,1,0,0,29,-29,16,4,0,1,1,0,0,0,0,gml-2.0
1522,-9,25,6,1856,11,10,1856,4,3,0,0,108,108,1,2,0,1,1,0,0,0,0,gml-2.0
1524,-9,4,8,1834,4,8,1834,7,1,0,0,0,0,15,4,0,1,8,0,0,0,0,gml-2.0
1527,-9,22,3,1872,19,11,1872,6,1,0,0,242,242,10,3,1,1,1,0,0,0,0,gml-2.0
1528,-9,NA,4,1851,3,2,1852,1,2,6,-9,308,279,20,5,1,1,1,0,0,0,0,gml-2.0
1529,-9,21,2,1891,22,4,1891,3,1,0,0,60,60,7,3,0,1,1,0,0,0,0,gml-2.0
1530,-9,16,10,1888,20,12,1888,7,2,0,0,65,65,15,4,1,1,1,0,0,0,0,gml-2.0
1531,-9,27,2,1882,27,2,1882,6,1,0,0,0,0,1,2,0,1,1,0,0,0,0,gml-2.0
1532,-9,NA,11,1869,NA,11,1869,5,3,0,0,29,-29,7,3,0,1,1,0,0,0,0,gml-2.0
1533,-9,22,2,1876,25,4,1876,1,2,6,-9,63,63,20,5,1,1,1,0,0,0,0,gml-2.0
1534,-9,14,7,1890,26,8,1890,4,1,2,-9,43,43,17,4,1,1,7,0,0,0,0,gml-2.0
1535,-9,28,2,1885,15,4,1885,2,2,6,-9,46,46,20,5,1,1,3,0,0,0,0,gml-2.0
1540,-9,5,12,1840,5,12,1840,4,1,0,0,0,0,7,3,1,1,1,0,0,0,0,gml-2.0
1541,-9,NA,9,1893,11,10,1893,5,1,0,0,40,11,15,4,1,1,1,0,0,0,0,gml-2.0
1542,-9,30,6,1886,23,8,1886,7,1,0,0,54,54,15,4,0,1,1,0,0,0,0,gml-2.0
1543,-9,NA,2,1880,NA,2,1880,5,3,0,0,28,-28,7,3,0,1,1,0,0,0,0,gml-2.0
1544,-9,26,9,1876,23,11,1877,5,3,0,-9,423,423,17,4,1,1,9,0,0,0,0,gml-2.0
1545,-9,26,3,1875,1,7,1875,5,1,0,0,97,97,17,4,1,1,3,0,0,0,0,gml-2.0
1547,-9,8,5,1873,15,6,1873,6,1,0,0,38,38,12,3,0,1,1,0,0,0,0,gml-2.0
1548,-9,19,11,1859,4,1,1860,6,1,0,0,46,46,12,3,0,1,1,0,0,0,0,gml-2.0
1549,-9,6,3,1860,20,3,1860,1,3,1,1,14,14,17,4,1,1,1,0,0,0,0,gml-2.0
1550,-9,1,10,1855,6,10,1855,5,3,0,0,5,5,7,3,0,1,1,0,0,0,0,gml-2.0
1551,-9,NA,11,1850,25,1,1851,3,1,0,0,85,56,3,2,0,1,1,0,0,0,0,gml-2.0
1552,-9,23,8,1843,2,2,1848,1,2,6,-9,1624,1624,20,5,1,1,1,0,0,0,0,gml-2.0
1553,-9,NA,2,1838,NA,4,1838,3,3,0,0,88,32,7,3,1,1,2,0,0,0,0,gml-2.0
1554,-9,NA,12,1836,16,4,1837,7,1,0,0,136,106,15,4,1,1,1,0,0,0,0,gml-2.0
1555,-9,4,4,1836,NA,7,1836,5,3,0,0,118,88,14,4,0,1,1,0,0,0,0,gml-2.0
1556,-9,7,12,1835,7,12,1835,7,3,0,0,0,0,15,4,1,1,12,0,0,0,0,gml-2.0
1557,-9,3,1,1898,12,8,1898,1,2,6,-9,221,221,20,5,1,1,1,0,0,0,0,gml-2.0
1563,-9,14,4,1864,27,1,1865,6,1,0,0,288,288,14,4,1,1,2,0,0,0,0,gml-2.0
1564,-9,6,3,1855,19,3,1855,5,3,0,0,13,13,15,4,1,1,1,0,0,0,0,gml-2.0
1565,-9,28,2,1854,8,4,1854,7,1,0,0,39,39,15,4,0,1,1,0,0,0,0,gml-2.0
1566,-9,NA,5,1850,8,7,1850,6,1,0,0,68,38,15,4,1,1,5,0,0,0,0,gml-2.0
1567,-9,15,3,1818,29,5,1818,1,1,-9,-9,75,75,16,4,1,1,1,0,0,0,0,gml-2.0
1569,-9,NA,12,1896,20,5,1897,2,1,6,-9,170,140,20,5,1,1,1,0,0,0,0,gml-2.0
1571,-9,29,8,1882,6,9,1882,5,1,1,-9,8,8,17,4,1,1,8,0,0,0,0,gml-2.0
1573,-9,7,1,1878,6,2,1878,3,3,0,0,30,30,18,4,1,1,1,0,0,0,0,gml-2.0
1574,-9,6,2,1878,8,2,1878,5,3,0,0,2,2,7,3,1,1,1,0,0,0,0,gml-2.0
1575,-9,19,11,1868,20,1,1869,3,1,0,0,62,62,17,4,1,1,1,0,0,0,0,gml-2.0
1576,-9,24,10,1866,24,10,1866,5,3,0,0,0,0,7,3,0,1,1,0,0,0,0,gml-2.0
1579,-9,NA,9,1829,25,9,1829,4,1,4,-9,24,-5,17,4,1,1,1,0,0,0,0,gml-2.0
1580,-9,25,10,1859,26,4,1860,1,2,6,-9,184,184,20,5,1,1,1,0,0,0,0,gml-2.0
1581,-9,2,10,1893,30,3,1894,4,1,0,0,179,179,16,4,0,1,1,0,0,0,0,gml-2.0
1586,-9,NA,11,1845,22,6,1846,5,3,0,0,233,204,13,4,1,1,11,0,0,0,0,gml-2.0
1587,-9,NA,9,1850,14,10,1850,2,3,0,0,43,14,17,4,1,1,1,0,0,0,0,gml-2.0
1588,-9,11,12,1855,21,3,1855,6,1,0,0,-265,-265,7,3,0,1,12,0,0,0,0,gml-2.0
1589,-9,NA,4,1862,NA,5,1862,5,3,0,0,60,1,16,3,1,1,1,0,0,0,0,gml-2.0
1590,-9,30,8,1863,1,3,1870,2,2,6,-9,2375,2375,20,5,1,1,2,0,0,0,0,gml-2.0
1593,-9,NA,10,1858,25,1,1860,1,2,0,0,481,451,17,4,0,1,10,0,0,0,0,gml-2.0
1594,-9,NA,3,1859,NA,3,1859,7,4,0,0,30,-30,15,4,0,1,3,0,0,0,0,gml-2.0
1595,-9,10,8,1862,26,7,1863,5,3,0,0,350,350,7,3,0,1,2,0,0,0,0,gml-2.0
1596,-9,NA,9,1893,23,1,1894,6,1,0,0,144,115,15,4,1,1,1,0,0,0,0,gml-2.0
1597,-9,NA,10,1899,NA,4,1900,1,2,0,0,211,152,14,4,0,1,10,0,0,0,0,gml-2.0
1598,-9,NA,4,1912,NA,4,1912,5,3,0,0,29,-29,7,3,0,1,4,0,0,0,0,gml-2.0
1599,-9,NA,10,1889,NA,10,1889,5,3,0,0,30,-30,7,3,0,1,10,0,0,0,0,gml-2.0
1600,-9,NA,7,1866,NA,7,1866,5,3,0,0,30,-30,7,3,0,1,1,0,0,0,0,gml-2.0
1601,-9,23,12,1887,23,6,1888,4,3,0,0,183,183,14,4,0,1,1,0,0,0,0,gml-2.0
1603,-9,10,5,1949,2,6,1949,7,1,0,0,23,23,15,4,1,1,1,0,0,0,0,gml-2.0
1605,-9,23,3,1970,5,6,1970,3,1,0,0,74,74,14,4,0,1,1,0,0,0,0,gml-2.0
1608,-9,6,11,1965,11,12,1965,6,1,1,-9,35,35,17,4,1,1,1,0,0,0,0,gml-2.0
1609,-9,18,8,1967,7,5,1968,5,1,0,0,263,263,16,4,1,1,1,0,0,0,0,gml-2.0
1610,-9,12,6,1968,13,8,1968,5,3,0,0,62,62,16,4,1,1,1,0,0,0,0,gml-2.0
1612,-9,21,12,1972,6,4,1973,3,1,1,-9,106,106,17,4,1,1,2,0,0,0,0,gml-2.0
1613,-9,7,3,1975,25,6,1975,5,1,1,2,110,110,16,4,0,1,1,0,0,0,0,gml-2.0
1614,-9,19,12,1941,19,12,1941,9,4,0,0,0,0,18,4,0,1,3,0,0,0,0,gml-2.0
1622,-9,30,10,1826,22,11,1826,4,1,0,0,23,23,1,2,0,1,1,0,0,0,0,gml-2.0
1623,-9,20,5,1836,31,1,1937,7,1,0,0,36780,36780,15,4,0,1,5,0,0,0,0,gml-2.0
1625,-9,4,6,1845,16,5,1846,5,3,0,0,346,346,15,4,0,1,1,0,0,0,0,gml-2.0
1627,-9,9,8,1849,11,6,1852,4,2,-9,-9,1037,1037,16,4,1,1,1,0,0,0,0,gml-2.0
1628,-9,NA,5,1858,27,8,1858,6,1,0,0,118,88,13,4,0,2,1,0,0,0,0,gml-2.0
1629,-9,29,11,1859,29,11,1859,7,1,0,0,0,0,15,4,0,1,1,0,0,0,0,gml-2.0
1630,-9,NA,5,1859,NA,5,1859,5,3,0,0,30,-30,15,4,0,1,1,0,0,0,0,gml-2.0
1631,-9,20,12,1860,20,12,1860,5,3,0,0,0,0,1,2,0,1,3,0,0,0,0,gml-2.0
1632,-9,15,6,1872,15,6,1872,1,3,0,0,0,0,16,4,0,1,1,0,0,0,0,gml-2.0
1633,-9,27,4,1876,NA,7,1876,5,3,0,0,95,65,15,4,1,1,1,0,0,0,0,gml-2.0
1635,-9,23,7,1877,NA,11,1877,5,3,0,0,130,101,10,3,1,1,1,0,0,0,0,gml-2.0
1637,-9,NA,1,1881,NA,7,1881,3,3,0,0,211,151,7,3,1,1,2,0,0,0,0,gml-2.0
1639,-9,NA,10,1886,NA,8,1887,1,2,0,0,334,274,14,4,1,1,1,0,0,0,0,gml-2.0
1642,-9,14,10,1890,15,4,1891,6,1,0,0,183,183,7,3,1,1,1,0,0,0,0,gml-2.0
1643,-9,NA,4,1891,NA,4,1891,2,2,0,0,29,-29,7,3,0,1,4,0,0,0,0,gml-2.0
1644,-9,10,1,1895,11,3,1895,6,1,0,0,60,60,7,3,1,1,2,0,0,0,0,gml-2.0
1645,-9,3,1,1895,3,7,1895,5,3,0,0,181,181,14,4,0,1,1,0,0,0,0,gml-2.0
1646,-9,NA,5,1895,15,8,1895,6,1,2,85,106,76,16,4,0,1,1,0,0,0,0,gml-2.0
1647,-9,15,5,1895,16,3,1896,6,1,-9,-9,306,306,17,4,1,1,5,0,0,0,0,gml-2.0
1648,-9,21,9,1897,6,12,1897,7,2,0,0,76,76,15,4,1,1,9,0,0,0,0,gml-2.0
1649,-9,11,10,1899,14,10,1899,4,3,0,0,3,3,2,2,0,1,1,0,0,0,0,gml-2.0
1650,-9,6,3,1905,6,3,1906,5,3,0,0,365,365,1,2,0,1,3,0,0,0,0,gml-2.0
1653,-9,25,1,1911,2,3,1912,5,3,0,0,402,402,16,4,1,1,1,0,0,0,0,gml-2.0
1654,-9,7,8,1914,17,9,1914,5,3,0,0,41,41,15,4,0,1,1,0,0,0,0,gml-2.0
1656,-9,19,2,1915,13,10,1918,5,3,0,0,1332,1332,16,4,0,1,1,0,0,0,0,gml-2.0
1660,-9,1,2,1917,8,5,1917,7,1,0,0,96,96,15,4,0,2,1,0,0,0,0,gml-2.0
1661,-9,5,10,1914,29,8,1918,8,3,0,0,1424,1424,16,4,1,1,1,0,0,0,0,gml-2.0
1665,-9,6,1,1921,6,1,1921,4,1,0,0,0,0,1,2,0,1,1,0,0,0,0,gml-2.0
1666,-9,NA,5,1921,NA,5,1921,5,3,0,0,30,-30,7,3,0,1,1,0,0,0,0,gml-2.0
1668,-9,NA,11,1922,29,9,1923,4,1,0,0,332,303,13,4,0,1,1,0,0,0,0,gml-2.0
1669,-9,NA,1,1923,NA,7,1923,1,2,0,0,211,151,14,4,0,1,1,0,0,0,0,gml-2.0
1670,-9,NA,4,1926,NA,7,1926,5,3,0,0,121,62,7,3,0,1,4,0,0,0,0,gml-2.0
1671,-9,NA,9,1926,15,1,1927,5,3,0,0,136,107,16,4,1,1,9,0,0,0,0,gml-2.0
1672,-9,28,10,1927,31,10,1927,6,1,0,0,3,3,7,3,0,1,3,0,0,0,0,gml-2.0
1674,-9,28,2,1927,12,7,1927,7,3,0,0,134,134,15,4,1,1,1,0,0,0,0,gml-2.0
1677,-9,NA,8,1933,24,1,1934,4,3,0,0,176,146,13,4,0,1,8,0,0,0,0,gml-2.0
1683,-9,NA,3,1883,28,5,1884,6,1,0,0,454,424,16,4,1,1,3,0,0,0,0,gml-2.0
1685,-9,14,9,1939,21,9,1939,5,3,0,-9,7,7,17,4,1,1,1,0,0,0,0,gml-2.0
1686,-9,29,8,1939,29,2,1940,5,3,0,0,184,184,10,3,0,1,1,0,0,0,0,gml-2.0
1693,-9,22,6,1942,22,6,1942,5,1,0,0,0,0,16,4,0,1,1,0,0,0,0,gml-2.0
1694,-9,25,1,1942,25,1,1942,9,3,0,-9,0,0,21,5,1,1,2,0,0,0,0,gml-2.0
1695,-9,NA,2,1944,20,9,1944,1,3,0,0,232,204,14,4,0,1,1,0,0,0,0,gml-2.0
1698,-9,15,2,1947,3,10,1947,5,3,0,0,230,230,14,4,0,2,1,0,0,0,0,gml-2.0
1701,-9,16,6,1952,17,6,1952,5,3,0,0,1,1,16,4,1,1,1,0,0,0,0,gml-2.0
1702,-9,NA,8,1952,30,10,1952,7,3,0,0,90,60,15,4,0,1,1,0,0,0,0,gml-2.0
1703,-9,2,7,1952,26,10,1952,5,3,0,0,116,116,16,4,1,5,7,0,0,0,0,gml-2.0
1707,-9,2,7,1958,8,11,1958,5,3,0,0,129,129,15,4,1,1,1,0,0,0,0,gml-2.0
1708,-9,21,5,1959,7,9,1959,5,3,0,0,109,109,16,4,0,1,1,0,0,0,0,gml-2.0
1709,-9,30,12,1959,30,12,1959,5,3,0,0,0,0,16,4,0,1,1,0,0,0,0,gml-2.0
1710,-9,10,1,1960,10,1,1960,5,3,1,1,0,0,17,4,1,1,1,0,0,0,0,gml-2.0
1711,-9,17,2,1960,31,5,1960,5,1,2,-9,104,104,17,4,0,1,2,0,0,0,0,gml-2.0
1713,-9,22,7,1966,30,12,1966,7,1,0,0,161,161,15,4,0,1,1,0,0,0,0,gml-2.0
1714,-9,27,3,1866,31,3,1866,3,3,0,0,4,4,7,3,0,2,1,0,0,0,0,gml-2.0
1715,-9,7,9,1967,10,10,1967,5,3,4,-9,33,33,17,4,1,1,9,0,0,0,0,gml-2.0
1717,-9,8,8,1969,30,11,1969,5,3,0,0,114,114,8,3,1,1,8,0,0,0,0,gml-2.0
1718,-9,2,8,1971,8,8,1971,5,3,0,0,6,6,7,3,0,3,1,0,0,0,0,gml-2.0
1720,-9,15,12,1975,15,12,1975,5,3,0,0,0,0,16,4,0,1,12,0,0,0,0,gml-2.0
1723,-9,25,5,1919,14,10,1920,6,1,-9,-9,508,508,17,4,1,1,1,0,0,0,0,gml-2.0
1724,-9,4,4,1917,22,6,1917,5,3,0,0,79,79,16,4,0,1,1,0,0,0,0,gml-2.0
1732,-9,1,12,1914,14,10,1915,7,3,0,0,317,317,15,4,0,1,12,0,0,0,0,gml-2.0
1733,-9,23,1,1932,25,1,1932,5,3,0,0,2,2,7,3,0,3,1,0,0,0,0,gml-2.0
1736,-9,1,6,1924,1,12,1924,5,3,0,0,183,183,14,4,0,1,6,0,0,0,0,gml-2.0
1739,-9,NA,9,1888,20,9,1888,5,3,0,0,19,-10,15,4,1,1,9,0,0,0,0,gml-2.0
1740,-9,15,7,1839,1,9,1842,5,1,0,0,1144,1144,7,3,1,1,1,0,0,0,0,gml-2.0
1743,-9,27,11,1857,23,10,1858,7,2,0,0,330,330,15,4,1,1,1,0,0,0,0,gml-2.0
1746,-9,27,9,1960,27,9,1960,5,3,0,0,0,0,16,4,0,1,1,0,0,0,0,gml-2.0
1749,-9,21,1,1940,21,1,1940,5,3,0,0,0,0,15,4,0,1,1,0,0,0,0,gml-2.0
1750,-9,24,5,1876,24,5,1876,4,3,0,0,0,0,7,3,0,1,1,0,0,0,0,gml-2.0
1752,-9,6,7,1826,6,7,1826,4,2,0,0,0,0,7,3,0,1,1,0,0,0,0,gml-2.0
1753,-9,27,7,1833,16,9,1833,7,1,0,0,51,51,15,4,1,1,7,0,0,0,0,gml-2.0
1755,-9,16,6,1852,25,8,1852,3,3,0,0,70,70,7,3,0,1,6,0,0,0,0,gml-2.0
1757,-9,NA,10,1856,NA,1,1857,8,4,0,0,122,62,7,3,0,1,1,0,0,0,0,gml-2.0
1762,-9,17,6,1862,5,1,1863,7,2,0,0,202,202,15,4,1,1,1,0,0,0,0,gml-2.0
1763,-9,NA,5,1880,NA,12,1880,8,4,0,0,244,184,15,4,1,1,1,0,0,0,0,gml-2.0
1764,-9,6,7,1885,NA,1,1886,5,1,0,0,209,179,15,4,1,1,1,0,0,0,0,gml-2.0
1771,-9,18,7,1911,19,7,1911,5,3,0,0,1,1,7,3,0,1,1,0,0,0,0,gml-2.0
1772,-9,24,12,1911,24,12,1911,8,3,0,0,0,0,15,4,0,1,1,0,0,0,0,gml-2.0
1773,-9,8,8,1914,3,2,1915,5,3,2,-9,179,179,17,4,1,1,1,0,0,0,0,gml-2.0
1774,-9,30,11,1914,11,11,1918,8,3,0,0,1442,1442,16,4,0,1,11,0,0,0,0,gml-2.0
1775,-9,2,6,1915,30,7,1915,5,3,0,0,58,58,8,3,1,1,1,0,0,0,0,gml-2.0
1777,-9,7,5,1918,19,7,1919,4,1,2,-9,438,438,17,4,1,1,5,0,0,0,0,gml-2.0
1778,-9,6,6,1920,4,8,1920,3,1,-9,-9,59,59,16,4,0,1,1,0,0,0,0,gml-2.0
1779,-9,1,4,1922,29,7,1922,3,3,0,0,119,119,7,3,1,1,1,0,0,0,0,gml-2.0
1780,-9,8,8,1923,24,9,1923,4,1,0,0,47,47,7,3,0,1,1,0,0,0,0,gml-2.0
1781,-9,18,12,1925,28,2,1926,3,1,-9,-9,72,72,16,4,1,1,1,0,0,0,0,gml-2.0
1783,-9,1,4,1940,8,6,1940,5,3,0,0,68,68,16,4,1,1,1,0,0,0,0,gml-2.0
1785,-9,4,8,1941,8,12,1941,1,2,-9,-9,126,126,16,4,1,1,1,0,0,0,0,gml-2.0
1788,-9,12,9,1943,17,9,1943,5,3,0,0,5,5,7,3,1,1,1,0,0,0,0,gml-2.0
1789,-9,17,11,1943,17,1,1944,5,3,0,0,61,61,18,4,1,1,1,0,0,0,0,gml-2.0
1792,-9,7,5,1946,17,11,1946,5,1,3,-9,194,194,17,4,1,1,5,0,0,0,0,gml-2.0
1793,-9,14,5,1948,18,11,1948,2,1,6,-9,188,188,20,5,1,5,1,0,0,0,0,gml-2.0
1796,-9,9,2,1959,15,8,1959,5,3,0,0,187,187,16,4,0,1,1,0,0,0,0,gml-2.0
1797,-9,28,6,1960,31,7,1960,6,1,1,1,33,33,17,4,1,1,1,0,0,0,0,gml-2.0
1799,-9,NA,1,1961,30,9,1961,7,3,0,0,272,242,15,4,0,1,1,0,0,0,0,gml-2.0
1800,-9,NA,6,1865,NA,9,1865,4,3,0,0,121,63,7,3,0,1,6,0,0,0,0,gml-2.0
1801,-9,3,6,1961,19,11,1961,4,3,0,0,169,169,7,3,0,1,6,0,0,0,0,gml-2.0
1803,-9,26,5,1963,10,6,1963,7,3,0,0,15,15,15,4,0,1,1,0,0,0,0,gml-2.0
1804,-9,11,11,1965,10,2,1966,5,3,0,0,91,91,7,3,1,1,2,0,0,0,0,gml-2.0
1805,-9,9,1,1967,NA,2,1967,7,3,0,0,50,23,15,4,0,1,1,0,0,0,0,gml-2.0
1806,-9,3,1,1968,2,7,1969,5,3,1,-9,546,546,17,4,1,2,2,0,0,0,0,gml-2.0
1807,-9,10,10,1968,19,3,1969,7,1,0,0,160,160,15,4,0,1,1,0,0,0,0,gml-2.0
1808,-9,26,1,1973,26,1,1973,5,1,0,0,0,0,7,3,1,1,2,0,0,0,0,gml-2.0
1809,-9,26,6,1975,28,6,1975,7,1,0,0,2,2,15,4,0,1,1,0,0,0,0,gml-2.0
1810,-9,25,11,1919,31,12,1919,5,3,0,0,36,36,7,3,0,1,1,0,0,0,0,gml-2.0
1825,-9,11,12,1937,11,12,1937,5,1,1,1,0,0,16,4,0,1,2,0,0,0,0,gml-2.0
2e3,-9,11,5,1953,23,9,1953,5,3,2,-9,135,135,17,4,1,1,1,0,0,0,0,gml-2.0
2001,-9,20,9,1953,8,11,1953,3,1,3,-9,49,49,17,4,1,1,1,0,0,0,0,gml-2.0
2002,-9,21,5,1960,30,5,1960,5,3,0,0,9,9,7,3,0,1,1,0,0,0,0,gml-2.0
2005,-9,4,2,1903,4,2,1903,5,3,0,0,0,0,1,2,0,1,1,0,0,0,0,gml-2.0
2006,-9,23,8,1949,27,2,1950,7,1,0,0,188,188,16,4,0,1,8,0,0,0,0,gml-2.0
2007,-9,18,10,1949,16,11,1949,3,3,0,0,29,29,13,4,1,1,1,0,0,0,0,gml-2.0
2008,-9,5,6,1950,15,7,1950,5,3,0,0,40,40,16,4,0,1,1,0,0,0,0,gml-2.0
2009,-9,17,8,1950,27,8,1950,5,3,0,0,10,10,17,4,1,1,1,0,0,0,0,gml-2.0
2010,-9,3,10,1950,24,11,1950,5,3,0,0,52,52,17,4,1,1,10,0,0,0,0,gml-2.0
2013,-9,NA,5,1838,NA,11,1838,4,2,0,0,213,154,14,4,0,1,5,0,0,0,0,gml-2.0
2014,-9,19,5,1864,19,5,1864,5,3,0,0,0,0,1,2,0,1,5,0,0,0,0,gml-2.0
2018,-9,12,10,1953,28,10,1953,5,3,0,0,16,16,16,4,1,1,1,0,0,0,0,gml-2.0
2020,-9,21,7,1948,18,10,1948,5,3,0,0,89,89,16,4,0,1,1,0,0,0,0,gml-2.0
2021,-9,14,12,1949,14,12,1949,5,3,0,0,0,0,12,3,0,1,1,0,0,0,0,gml-2.0
