dispnum3,dispnum4,stday,stmon,styear,endday,endmon,endyear,outcome,settle,fatality,fatalpre,maxdur,mindur,hiact,hostlev,recip,numa,numb,link1,link2,link3,ongo2010,version
2,-9,NA,7,1902,24,1,1903,6,1,0,0,207,177,7,3,0,1,1,0,0,0,0,gml-2.0
3,-9,2,5,1913,25,10,1913,4,3,0,0,176,176,10,3,1,1,1,0,0,0,0,gml-2.0
4,-9,15,5,1946,13,11,1946,6,1,2,-9,182,182,16,4,1,1,1,0,0,0,0,gml-2.0
7,-9,12,11,1951,25,1,1952,1,3,2,-9,74,74,17,4,1,1,11,0,0,0,0,gml-2.0
8,-9,11,7,1856,4,3,1857,1,2,6,-9,236,236,20,5,1,1,1,0,0,0,0,gml-2.0
9,-9,29,12,1889,10,1,1890,4,2,0,0,12,12,7,3,0,1,1,0,0,0,0,gml-2.0
11,-9,11,3,1938,12,3,1938,4,2,0,0,1,1,14,4,0,1,1,0,0,0,0,gml-2.0
12,-9,11,3,1938,29,9,1938,4,1,0,0,202,202,16,4,1,1,5,0,0,0,0,gml-2.0
13,-9,24,12,1862,11,12,1863,5,1,1,-9,352,352,15,4,0,3,12,0,0,0,0,gml-2.0
14,-9,15,10,1895,31,12,1895,4,3,0,0,77,77,7,3,0,1,1,0,0,0,0,gml-2.0
15,-9,1,2,1839,1,3,1839,6,1,0,0,28,28,15,4,1,1,2,0,0,0,0,gml-2.0
16,-9,25,12,1897,19,2,1898,4,3,0,0,56,56,7,3,0,1,2,0,0,0,0,gml-2.0
19,-9,15,1,1848,6,8,1849,5,1,6,-9,569,569,20,5,1,1,3,0,0,0,0,gml-2.0
20,-9,NA,11,1945,NA,5,1946,3,1,0,0,211,152,7,3,0,1,1,0,0,0,0,gml-2.0
21,-9,21,11,1912,3,12,1912,5,3,0,0,12,12,10,3,1,1,2,0,0,0,0,gml-2.0
22,-9,15,6,1940,17,6,1940,1,2,-9,-9,2,2,16,4,0,1,1,0,0,0,0,gml-2.0
23,-9,19,9,1939,28,9,1939,2,1,0,0,9,9,13,4,0,1,9,0,0,0,0,gml-2.0
25,-9,2,8,1831,21,5,1833,2,1,-9,-9,658,658,17,4,1,1,3,0,0,0,0,gml-2.0
26,-9,21,3,1948,25,7,1949,5,3,0,0,491,491,13,4,0,1,3,0,0,0,0,gml-2.0
27,-9,25,7,1961,28,10,1961,5,3,0,0,95,95,11,3,1,4,4,0,0,0,0,gml-2.0
28,-9,17,7,1961,29,9,1961,6,1,3,-9,74,74,17,4,1,1,1,0,0,0,0,gml-2.0
30,-9,6,10,1908,31,3,1909,4,1,-9,-9,176,176,17,4,0,1,1,0,0,0,0,gml-2.0
31,-9,30,5,1900,16,1,1901,1,1,6,-9,231,231,20,5,1,8,1,0,0,0,0,gml-2.0
38,-9,29,12,1837,29,12,1837,5,3,0,0,0,0,16,4,1,1,1,0,0,0,0,gml-2.0
40,-9,20,4,1928,28,3,1929,4,1,3,-9,342,342,17,4,1,1,1,0,0,0,0,gml-2.0
41,-9,27,5,1929,22,12,1929,3,1,6,-9,209,209,20,5,1,1,1,0,0,0,0,gml-2.0
43,-9,14,11,1897,6,3,1898,1,2,0,0,112,112,17,4,0,1,1,0,0,0,0,gml-2.0
50,-9,9,2,1953,6,2,1956,5,3,2,-9,1092,1092,17,4,1,2,2,0,0,0,0,gml-2.0
51,-9,24,6,1950,27,7,1953,5,1,6,-9,1129,1129,20,5,1,2,15,0,0,0,0,gml-2.0
53,-9,22,8,1956,23,8,1956,5,3,1,0,1,1,16,4,1,1,1,0,0,0,0,gml-2.0
55,-9,29,8,1923,27,9,1923,6,1,0,0,29,29,16,4,0,1,1,0,0,0,0,gml-2.0
56,-9,2,3,1897,21,9,1897,4,2,-9,-9,203,203,16,4,0,6,3,0,0,0,0,gml-2.0
57,-9,31,5,1853,30,3,1856,2,1,6,-9,1034,1034,20,5,1,1,5,0,0,0,0,gml-2.0
61,-9,1,8,1962,12,12,1962,4,1,0,0,133,133,16,4,1,1,8,0,0,0,0,gml-2.0
64,-9,5,4,1826,5,4,1826,4,1,0,0,0,0,7,3,0,1,1,0,0,0,0,gml-2.0
67,-9,25,7,1934,31,7,1934,5,3,0,0,6,6,7,3,0,3,1,0,0,0,0,gml-2.0
68,-9,3,1,1900,13,1,1900,4,1,0,0,10,10,7,3,1,2,1,0,0,0,0,gml-2.0
69,-9,25,3,1914,29,11,1916,4,2,0,0,980,980,16,4,0,1,1,0,0,0,0,gml-2.0
71,-9,17,1,1850,15,4,1850,4,1,0,0,88,88,13,4,0,1,1,0,0,0,0,gml-2.0
77,-9,10,7,1898,21,3,1899,4,1,0,0,254,254,7,3,1,1,7,0,0,0,0,gml-2.0
78,-9,17,7,1847,NA,12,1847,5,3,0,0,167,137,14,4,0,1,1,0,0,0,0,gml-2.0
86,-9,25,3,1907,NA,4,1908,1,3,-9,-9,402,373,17,4,1,2,1,0,0,0,0,gml-2.0
88,-9,6,7,1870,26,2,1871,2,2,6,-9,235,235,20,5,1,4,1,0,0,0,0,gml-2.0
89,-9,21,9,1822,13,11,1823,1,2,6,-9,418,418,20,5,1,1,1,0,0,0,0,gml-2.0
91,-9,NA,5,1887,22,5,1887,4,4,0,0,21,-9,4,2,0,2,1,0,0,0,0,gml-2.0
92,-9,18,2,1964,29,2,1964,1,2,2,-9,11,11,17,4,1,1,1,0,0,0,0,gml-2.0
95,-9,NA,10,1909,NA,4,1910,4,1,0,0,211,152,7,3,0,1,1,0,0,0,0,gml-2.0
96,-9,8,5,1886,6,6,1886,4,3,0,0,29,29,13,4,0,5,5,0,0,0,0,gml-2.0
100,-9,13,12,1914,16,9,1915,4,1,0,0,277,277,16,4,0,1,1,0,0,0,0,gml-2.0
104,-9,NA,3,1880,NA,6,1880,6,1,0,0,121,62,7,3,1,1,1,0,0,0,0,gml-2.0
106,-9,23,4,1895,6,5,1895,4,3,0,0,13,13,7,3,0,3,1,0,0,0,0,gml-2.0
108,-9,25,3,1939,8,4,1939,1,2,-9,-9,14,14,14,4,0,1,3,0,0,0,0,gml-2.0
109,-9,NA,9,1904,NA,10,1904,5,3,0,0,60,1,10,3,0,1,1,0,0,0,0,gml-2.0
111,-9,22,11,1934,9,5,1936,2,2,6,-9,534,534,20,5,1,2,1,0,0,0,0,gml-2.0
112,-9,7,9,1860,29,9,1860,1,2,6,-9,22,22,20,5,1,1,2,0,0,0,0,gml-2.0
113,-9,18,9,1860,13,2,1861,1,2,6,-9,148,148,20,5,1,1,2,0,0,0,0,gml-2.0
114,-9,12,9,1911,15,10,1912,1,1,6,-9,399,399,20,5,1,1,1,0,0,0,0,gml-2.0
115,-9,29,1,1859,11,7,1859,2,1,6,-9,163,163,20,5,1,2,2,0,0,0,0,gml-2.0
119,-9,24,2,1885,10,9,1885,6,1,0,0,198,198,10,3,1,1,2,0,0,0,0,gml-2.0
121,-9,27,6,1853,27,6,1853,4,3,0,0,0,0,7,3,0,1,6,0,0,0,0,gml-2.0
122,-9,25,6,1961,27,12,1961,5,3,0,0,185,185,15,4,1,1,8,0,0,0,0,gml-2.0
123,-9,21,7,1845,24,3,1846,1,1,3,178,246,246,17,4,1,2,7,0,0,0,0,gml-2.0
125,-9,14,5,1958,28,10,1958,6,1,0,0,167,167,8,3,1,2,3,0,0,0,0,gml-2.0
126,-9,NA,1,1853,12,2,1853,4,3,0,0,42,12,7,3,0,2,1,0,0,0,0,gml-2.0
127,-9,3,3,1921,11,5,1921,4,2,0,0,69,69,14,4,0,4,1,0,0,0,0,gml-2.0
128,-9,15,11,1905,5,12,1905,4,1,0,0,20,20,14,4,0,5,11,0,0,0,0,gml-2.0
129,-9,18,9,1931,31,5,1933,1,2,6,-9,621,621,20,5,1,1,1,0,0,0,0,gml-2.0
131,-9,14,9,1899,1,4,1900,4,1,0,0,199,199,10,3,1,1,2,0,0,0,0,gml-2.0
133,-9,11,1,1923,29,1,1923,6,1,-9,-9,18,18,17,4,1,1,3,0,0,0,0,gml-2.0
134,-9,20,3,1939,23,3,1939,4,3,0,0,3,3,14,4,0,1,1,0,0,0,0,gml-2.0
135,-9,31,10,1861,5,2,1867,2,2,6,-9,1923,1923,20,5,1,3,1,0,0,0,0,gml-2.0
136,-9,15,7,1913,23,11,1914,3,1,4,-9,496,496,17,4,1,1,7,0,0,0,0,gml-2.0
137,-9,4,5,1831,13,5,1831,5,3,0,0,9,9,7,3,0,1,1,0,0,0,0,gml-2.0
139,-9,18,1,1935,2,2,1935,3,2,2,-9,15,15,17,4,1,1,1,0,0,0,0,gml-2.0
141,-9,7,6,1880,25,11,1880,4,1,0,0,171,171,10,3,1,7,1,0,0,0,0,gml-2.0
142,-9,NA,7,1821,10,8,1821,5,3,0,0,40,10,7,3,0,1,1,0,0,0,0,gml-2.0
144,-9,13,7,1854,NA,10,1854,5,3,0,0,110,80,16,4,1,1,1,0,0,0,0,gml-2.0
145,-9,5,1,1927,28,3,1927,5,3,-9,-9,82,82,17,4,1,7,1,0,0,0,0,gml-2.0
146,-9,16,8,1827,26,4,1828,1,2,6,-9,254,254,16,4,1,3,1,0,0,0,0,gml-2.0
147,-9,NA,3,1821,23,3,1821,1,2,2,-9,22,-8,17,4,1,1,3,0,0,0,0,gml-2.0
148,-9,21,4,1959,1,8,1960,5,1,0,-9,468,468,16,4,1,1,1,0,0,0,0,gml-2.0
149,-9,18,11,1856,26,5,1857,6,1,0,0,189,189,10,3,1,1,1,0,0,0,0,gml-2.0
151,-9,2,5,1926,23,9,1926,4,2,0,0,144,144,14,4,0,1,1,0,0,0,0,gml-2.0
152,-9,7,12,1896,14,6,1898,6,1,0,0,554,554,17,4,1,1,1,0,0,0,0,gml-2.0
153,-9,22,6,1833,22,6,1833,4,3,0,0,0,0,7,3,0,2,2,0,0,0,0,gml-2.0
154,-9,12,9,1850,29,11,1850,6,1,-9,-9,78,78,17,4,1,1,6,0,0,0,0,gml-2.0
156,-9,NA,2,1906,14,5,1906,3,3,0,0,102,75,14,4,1,1,1,0,0,0,0,gml-2.0
157,-9,7,7,1937,7,12,1941,9,2,6,-9,1614,1614,21,5,1,1,1,0,0,0,0,gml-2.0
158,-9,21,2,1921,23,8,1921,3,3,2,-9,183,183,17,4,1,2,1,0,0,0,0,gml-2.0
159,-9,2,11,1903,25,1,1904,1,2,0,0,84,84,13,4,1,1,1,0,0,0,0,gml-2.0
160,-9,21,3,1838,9,3,1839,1,1,3,-9,353,353,16,4,1,1,1,0,0,0,0,gml-2.0
164,-9,20,5,1904,28,6,1904,7,1,0,0,39,39,7,3,0,2,1,0,0,0,0,gml-2.0
165,-9,2,11,1911,29,9,1912,1,2,-9,-9,332,332,17,4,0,1,1,0,0,0,0,gml-2.0
166,-9,16,4,1908,17,6,1908,4,3,0,0,62,62,12,3,0,1,1,0,0,0,0,gml-2.0
167,-9,9,3,1821,8,4,1821,1,2,-9,-9,30,30,17,4,1,1,1,0,0,0,0,gml-2.0
169,-9,17,9,1939,28,9,1939,1,2,6,-9,11,11,16,4,1,1,1,0,0,0,0,gml-2.0
172,-9,6,1,1962,15,12,1962,5,3,1,-9,343,343,16,4,1,1,2,0,0,0,0,gml-2.0
173,-9,17,7,1958,6,12,1958,5,3,5,-9,142,142,17,4,1,2,2,0,0,0,0,gml-2.0
174,-9,7,3,1936,7,3,1936,4,3,0,0,0,0,7,3,0,1,2,0,0,0,0,gml-2.0
175,-9,18,2,1849,1,7,1849,1,2,6,-9,133,133,20,5,1,3,1,0,0,0,0,gml-2.0
177,-9,10,1,1923,10,7,1923,5,1,0,0,181,181,14,4,0,2,1,0,0,0,0,gml-2.0
178,-9,NA,4,1932,23,3,1935,6,1,1,-9,1086,1057,17,4,1,1,1,0,0,0,0,gml-2.0
179,-9,8,10,1939,12,3,1940,1,2,6,-9,156,156,20,5,1,1,1,0,0,0,0,gml-2.0
180,-9,29,6,1903,5,9,1905,2,1,6,-9,799,799,20,5,1,1,2,0,0,0,0,gml-2.0
182,-9,8,1,1935,31,3,1936,5,3,-9,-9,448,448,17,4,1,2,1,0,0,0,0,gml-2.0
183,-9,12,5,1939,16,9,1939,1,1,6,-9,127,127,20,5,1,2,1,0,0,0,0,gml-2.0
184,-9,9,7,1938,11,8,1938,5,1,6,-9,33,33,20,5,1,1,1,0,0,0,0,gml-2.0
185,-9,20,10,1956,23,10,1956,2,1,0,0,3,3,16,4,1,1,1,0,0,0,0,gml-2.0
186,-9,12,7,1920,12,7,1920,5,3,0,0,0,0,1,2,0,1,1,0,0,0,0,gml-2.0
187,-9,31,10,1876,3,3,1878,1,1,6,-9,488,488,20,5,1,1,1,0,0,0,0,gml-2.0
189,-9,NA,11,1827,14,9,1829,1,1,6,-9,683,654,20,5,1,1,1,0,0,0,0,gml-2.0
191,-9,21,12,1888,14,6,1889,6,1,0,0,175,175,17,4,1,1,2,0,0,0,0,gml-2.0
194,-9,17,4,1863,20,7,1864,1,2,6,-9,460,460,20,5,1,7,2,0,0,0,0,gml-2.0
196,-9,4,2,1893,3,10,1893,4,2,6,-9,241,241,20,5,1,1,2,0,0,0,0,gml-2.0
197,-9,23,11,1917,1,4,1920,2,3,6,-9,860,860,17,4,1,5,1,0,0,0,0,gml-2.0
198,-9,1,9,1848,11,9,1848,4,2,0,0,10,10,7,3,0,2,1,0,0,0,0,gml-2.0
199,-9,2,11,1961,25,12,1963,2,2,6,-9,783,783,20,5,1,1,1,0,0,0,0,gml-2.0
200,-9,1,9,1955,6,11,1956,2,2,6,-9,432,432,20,5,1,2,4,0,0,0,0,gml-2.0
202,-9,14,4,1883,9,6,1885,2,1,6,-9,787,787,20,5,1,1,1,0,0,0,0,gml-2.0
203,-9,NA,6,1959,31,10,1961,5,3,-9,-9,883,854,17,4,1,1,1,0,0,0,0,gml-2.0
207,-9,NA,2,1858,8,6,1858,3,3,0,0,127,100,16,4,1,1,2,0,0,0,0,gml-2.0
208,-9,10,3,1953,31,3,1953,5,3,1,-9,21,21,16,4,1,1,2,0,0,0,0,gml-2.0
210,-9,28,7,1936,29,3,1939,1,2,6,-9,974,974,16,4,1,3,1,0,0,0,0,gml-2.0
211,-9,29,3,1920,16,7,1920,2,2,0,0,109,109,14,4,1,1,3,0,0,0,0,gml-2.0
212,-9,NA,2,1888,NA,2,1888,5,3,0,0,28,-28,7,3,0,1,3,0,0,0,0,gml-2.0
220,-9,25,7,1870,5,10,1870,4,3,0,0,72,72,10,3,1,3,1,0,0,0,0,gml-2.0
224,-9,4,11,1865,24,11,1865,4,3,0,0,20,20,7,3,0,3,1,0,0,0,0,gml-2.0
225,-9,7,11,1861,27,12,1861,7,1,0,0,50,50,15,4,0,1,1,0,0,0,0,gml-2.0
227,-9,13,3,1861,19,9,1861,3,3,2,-9,190,190,17,4,1,1,2,0,0,0,0,gml-2.0
228,-9,NA,3,1881,12,5,1881,3,2,0,0,72,42,14,3,0,1,1,0,0,0,0,gml-2.0
230,-9,2,4,1919,13,3,1921,2,1,-9,-9,711,711,16,4,1,1,1,0,0,0,0,gml-2.0
231,-9,26,4,1849,NA,4,1849,4,2,0,0,4,-25,16,4,0,1,1,0,0,0,0,gml-2.0
235,-9,3,7,1940,7,7,1940,9,3,-9,-9,4,4,21,5,1,1,1,0,0,0,0,gml-2.0
236,-9,6,10,1849,13,11,1849,4,3,0,0,38,38,7,3,1,3,1,0,0,0,0,gml-2.0
237,-9,29,12,1899,15,1,1900,7,1,0,0,17,17,15,4,0,1,1,0,0,0,0,gml-2.0
238,-9,14,5,1913,14,5,1913,1,3,0,0,0,0,7,3,0,1,1,0,0,0,0,gml-2.0
241,-9,31,3,1923,13,6,1923,7,1,0,0,74,74,15,4,1,1,3,0,0,0,0,gml-2.0
242,-9,21,10,1904,25,11,1904,3,1,0,0,35,35,16,4,1,1,1,0,0,0,0,gml-2.0
246,-9,NA,5,1960,19,4,1961,5,3,0,0,353,323,16,4,1,2,5,0,0,0,0,gml-2.0
247,-9,2,1,1905,20,1,1905,4,1,0,0,18,18,7,3,0,4,1,0,0,0,0,gml-2.0
248,-9,30,1,1932,5,5,1932,6,1,0,0,96,96,7,3,0,2,1,0,0,0,0,gml-2.0
249,-9,NA,5,1910,NA,5,1910,5,3,0,0,30,-30,7,3,0,1,1,0,0,0,0,gml-2.0
252,-9,4,12,1945,4,10,1946,5,3,0,0,304,304,10,3,1,1,2,0,0,0,0,gml-2.0
253,-9,9,4,1960,1,7,1960,7,1,1,0,83,83,16,4,1,5,4,0,0,0,0,gml-2.0
254,-9,23,7,1902,13,2,1903,6,1,-9,-9,205,205,16,4,1,3,2,0,0,0,0,gml-2.0
256,-9,31,10,1873,18,12,1873,7,1,0,0,48,48,15,4,1,1,2,0,0,0,0,gml-2.0
257,-9,23,7,1914,11,11,1918,2,2,6,-9,1572,1572,20,5,1,4,11,0,0,0,0,gml-2.0
258,-9,25,3,1939,14,8,1945,1,2,6,-9,2334,2334,20,5,1,23,10,0,0,0,0,gml-2.0
259,-9,3,6,1956,6,9,1958,1,3,-9,-9,825,825,17,4,1,1,1,0,0,0,0,gml-2.0
260,-9,2,9,1914,25,5,1915,4,2,0,0,265,265,14,4,0,1,1,0,0,0,0,gml-2.0
261,-9,3,4,1865,26,7,1866,2,2,6,-9,479,479,20,5,1,8,3,0,0,0,0,gml-2.0
262,-9,5,9,1944,8,9,1944,8,3,0,0,3,3,18,4,0,1,1,258,0,0,0,gml-2.0
266,-9,31,5,1957,17,6,1958,6,1,0,0,382,382,16,4,1,1,5,0,0,0,0,gml-2.0
301,-9,NA,11,1835,15,2,1836,3,1,0,0,106,77,8,3,1,1,1,0,0,0,0,gml-2.0
304,-9,20,4,1854,2,12,1854,4,3,0,0,226,226,10,3,0,1,1,0,0,0,0,gml-2.0
306,-9,17,9,1860,19,1,1861,8,4,0,0,124,124,7,3,0,1,1,0,0,0,0,gml-2.0
307,-9,6,5,1877,30,5,1878,4,1,0,0,389,389,7,3,0,1,1,0,0,0,0,gml-2.0
309,-9,26,3,1898,1,7,1898,4,1,0,0,97,97,7,3,0,1,1,0,0,0,0,gml-2.0
310,-9,16,10,1905,15,12,1905,4,3,0,0,60,60,7,3,0,1,1,0,0,0,0,gml-2.0
311,-9,2,4,1908,20,4,1908,4,3,0,0,18,18,7,3,0,1,1,0,0,0,0,gml-2.0
312,-9,NA,10,1910,28,12,1910,7,1,0,0,88,58,15,4,1,1,10,0,0,0,0,gml-2.0
313,-9,15,3,1910,3,1,1911,4,1,0,0,294,294,7,3,0,1,1,0,0,0,0,gml-2.0
314,-9,2,10,1911,15,10,1911,6,1,0,0,13,13,7,3,0,1,1,0,0,0,0,gml-2.0
315,-9,1,7,1911,4,11,1911,6,1,0,0,126,126,7,3,1,1,2,0,0,0,0,gml-2.0
316,-9,16,1,1912,27,1,1912,7,1,0,0,11,11,15,4,1,1,1,0,0,0,0,gml-2.0
317,-9,4,11,1912,31,3,1913,5,3,0,0,147,147,1,2,0,1,2,0,0,0,0,gml-2.0
320,-9,25,8,1914,23,5,1915,9,3,0,0,271,271,21,5,1,1,3,0,0,0,0,gml-2.0
321,-9,15,3,1916,5,2,1917,5,3,2,-9,327,327,17,4,1,1,1,0,0,0,0,gml-2.0
323,-9,6,6,1916,27,6,1917,9,3,2,-9,386,386,17,4,1,2,1,0,0,0,0,gml-2.0
324,-9,26,5,1915,29,6,1917,9,3,-9,-9,765,765,21,5,1,3,5,0,0,0,0,gml-2.0
327,-9,16,3,1920,16,9,1920,5,3,0,0,184,184,14,4,0,3,1,0,0,0,0,gml-2.0
328,-9,16,9,1922,23,7,1923,6,1,0,0,310,310,14,4,0,3,1,0,0,0,0,gml-2.0
336,-9,30,8,1937,30,8,1937,5,3,0,0,0,0,16,4,0,1,1,0,0,0,0,gml-2.0
337,-9,14,6,1939,17,2,1940,4,3,0,0,248,248,13,4,0,1,6,0,0,0,0,gml-2.0
339,-9,28,3,1940,7,12,1941,9,3,0,0,619,619,21,5,1,1,3,0,0,0,0,gml-2.0
343,-9,NA,10,1966,10,8,1967,5,3,1,-9,313,283,17,4,1,1,1,0,0,0,0,gml-2.0
345,-9,NA,5,1967,19,6,1967,5,3,2,0,49,19,7,3,1,1,5,0,0,0,0,gml-2.0
346,-9,9,5,1968,15,12,1968,1,2,0,0,220,220,14,4,0,5,5,0,0,0,0,gml-2.0
347,-9,23,1,1968,25,1,1968,7,1,1,1,2,2,15,4,1,1,1,0,0,0,0,gml-2.0
349,-9,27,12,1968,NA,12,1969,5,3,3,-9,369,339,17,4,1,1,12,0,0,0,0,gml-2.0
350,-9,14,2,1969,4,7,1969,5,1,0,0,140,140,15,4,0,1,1,0,0,0,0,gml-2.0
352,-9,1,1,1969,7,11,1969,5,3,3,-9,310,310,17,4,1,1,1,0,0,0,0,gml-2.0
353,-9,7,10,1973,11,11,1973,5,1,0,0,35,35,8,3,1,1,3,0,0,0,0,gml-2.0
354,-9,1,9,1972,13,11,1973,1,1,1,-9,438,438,16,4,1,1,1,0,0,0,0,gml-2.0
355,-9,16,1,1974,17,2,1974,2,2,3,-9,32,32,17,4,1,1,1,0,0,0,0,gml-2.0
356,-9,12,5,1975,15,5,1975,5,1,2,-9,3,3,16,4,1,1,1,0,0,0,0,gml-2.0
358,-9,20,10,1975,20,10,1975,5,3,1,4,0,0,17,4,1,1,1,0,0,0,0,gml-2.0
360,-9,NA,4,1975,29,11,1975,6,1,0,0,242,213,7,3,1,1,4,0,0,0,0,gml-2.0
361,-9,4,2,1976,4,2,1976,5,3,1,1,0,0,17,4,1,1,1,0,0,0,0,gml-2.0
362,-9,19,6,1976,21,8,1976,6,1,1,-9,63,63,17,4,1,1,2,0,0,0,0,gml-2.0
363,-9,4,2,1976,4,2,1976,5,3,0,0,0,0,7,3,0,1,1,0,0,0,0,gml-2.0
364,-9,14,3,1974,14,9,1974,5,3,0,0,184,184,15,4,0,1,1,0,0,0,0,gml-2.0
365,-9,6,9,1976,12,11,1976,7,1,0,0,67,67,15,4,1,1,1,0,0,0,0,gml-2.0
366,-9,27,8,1821,27,2,1822,5,3,0,0,184,184,11,3,0,1,1,0,0,0,0,gml-2.0
367,-9,20,7,1828,30,10,1828,4,2,0,0,102,102,14,4,0,1,1,0,0,0,0,gml-2.0
368,-9,15,9,1832,21,5,1833,2,2,-9,-9,248,248,17,4,1,1,3,0,0,0,0,gml-2.0
370,-9,25,8,1830,NA,9,1830,5,3,0,0,36,7,7,3,1,1,1,0,0,0,0,gml-2.0
371,-9,12,0,1842,12,3,1842,5,3,0,0,NA,NA,1,2,0,2,0,0,0,0,0,gml-2.0
373,-9,NA,1,1846,15,6,1846,6,1,0,0,165,135,7,3,0,1,1,0,0,0,0,gml-2.0
374,-9,23,3,1848,9,8,1848,3,1,3,-9,139,139,17,4,1,3,1,0,0,0,0,gml-2.0
375,-9,31,3,1848,10,7,1849,6,1,6,-9,466,466,20,5,1,4,3,0,0,0,0,gml-2.0
377,-9,NA,4,1852,NA,7,1852,4,3,0,0,121,62,7,3,0,1,1,0,0,0,0,gml-2.0
378,-9,6,3,1898,6,3,1898,4,3,0,0,0,0,3,2,0,1,1,0,0,0,0,gml-2.0
379,-9,17,3,1898,10,4,1898,4,2,0,0,24,24,3,4,0,1,1,0,0,0,0,gml-2.0
380,-9,NA,5,1856,NA,5,1856,5,3,0,0,30,-30,7,3,1,1,1,0,0,0,0,gml-2.0
381,-9,19,11,1864,27,11,1864,4,1,0,0,8,8,7,3,0,1,1,0,0,0,0,gml-2.0
391,-9,6,9,1898,5,10,1898,4,3,0,0,29,29,1,2,0,4,1,0,0,0,0,gml-2.0
394,-9,30,10,1914,29,5,1915,1,2,-9,-9,211,211,14,4,0,1,10,0,0,0,0,gml-2.0
395,-9,23,2,1916,10,3,1916,9,3,0,0,16,16,21,5,1,1,1,0,0,0,0,gml-2.0
396,-9,14,8,1916,27,8,1916,9,4,0,0,13,13,21,5,1,1,1,0,0,0,0,gml-2.0
397,-9,8,10,1914,16,10,1915,9,3,-9,-9,373,373,21,5,1,1,10,0,0,0,0,gml-2.0
398,-9,1,5,1915,5,12,1915,5,3,-9,-9,218,218,16,4,0,1,5,0,0,0,0,gml-2.0
399,-9,7,10,1916,6,4,1917,9,4,-9,-9,181,181,21,5,1,1,1,0,0,0,0,gml-2.0
400,-9,5,4,1917,26,10,1917,9,3,0,0,204,204,21,5,1,1,1,0,0,0,0,gml-2.0
407,-9,NA,9,1931,NA,9,1931,2,2,0,0,29,-29,7,3,0,1,1,0,0,0,0,gml-2.0
409,-9,31,5,1937,NA,7,1938,5,3,1,-9,426,396,17,4,1,1,1,0,0,0,0,gml-2.0
414,-9,31,3,1941,11,12,1941,9,3,3,-9,255,255,21,5,1,1,3,0,0,0,0,gml-2.0
418,-9,21,5,1940,25,10,1940,9,3,-9,-9,157,157,21,5,0,1,1,0,0,0,0,gml-2.0
420,-9,30,4,1941,31,5,1941,1,2,5,-9,31,31,17,4,1,3,2,0,0,0,0,gml-2.0
421,-9,12,10,1941,15,12,1941,5,3,0,0,64,64,16,4,0,1,1,0,0,0,0,gml-2.0
501,-9,31,1,1831,31,1,1831,4,3,0,0,0,0,4,2,0,1,1,0,0,0,0,gml-2.0
502,-9,12,2,1864,28,7,1864,2,1,0,0,167,167,7,3,0,1,2,0,0,0,0,gml-2.0
503,-9,9,9,1939,6,10,1939,4,2,0,0,27,27,14,4,0,1,1,0,0,0,0,gml-2.0
504,-9,14,6,1940,15,6,1940,1,2,0,0,1,1,14,4,0,1,6,0,0,0,0,gml-2.0
505,-9,10,6,1940,17,6,1940,1,2,0,0,7,7,13,4,0,1,1,0,0,0,0,gml-2.0
506,-9,12,7,1881,NA,8,1881,5,3,0,0,50,20,7,3,0,1,1,0,0,0,0,gml-2.0
507,-9,2,4,1882,NA,5,1882,5,3,0,0,59,29,7,3,1,1,1,0,0,0,0,gml-2.0
509,-9,5,8,1866,7,8,1866,4,2,0,0,2,2,1,2,0,1,1,0,0,0,0,gml-2.0
510,-9,5,4,1920,25,10,1922,2,3,0,0,933,933,16,4,1,1,1,0,0,0,0,gml-2.0
511,-9,24,2,1899,15,5,1899,5,3,0,0,80,80,7,3,1,1,1,0,0,0,0,gml-2.0
518,-9,3,3,1941,13,12,1941,9,3,-9,-9,285,285,21,5,1,1,3,0,0,0,0,gml-2.0
521,-9,22,7,1917,22,7,1917,9,4,0,0,0,0,18,4,0,1,2,0,0,0,0,gml-2.0
522,-9,7,5,1918,7,5,1918,9,4,0,0,0,0,18,4,0,1,2,0,0,0,0,gml-2.0
523,-9,16,8,1941,29,1,1942,1,2,-9,-9,166,166,16,4,1,2,1,0,0,0,0,gml-2.0
602,-9,12,11,1972,22,11,1972,7,1,0,0,10,10,15,4,0,1,1,0,0,0,0,gml-2.0
603,-9,2,8,1946,17,8,1946,5,3,0,0,15,15,7,3,1,1,2,0,0,0,0,gml-2.0
604,-9,30,8,1949,9,9,1949,4,1,1,1,10,10,16,4,1,1,8,0,0,0,0,gml-2.0
605,-9,18,7,1956,12,12,1956,6,1,1,-9,147,147,17,4,1,1,1,0,0,0,0,gml-2.0
606,-9,23,10,1956,14,11,1956,1,2,6,-9,22,22,20,5,1,1,1,0,0,0,0,gml-2.0
607,-9,13,4,1957,13,4,1958,5,3,2,-9,365,365,17,4,1,3,4,0,0,0,0,gml-2.0
608,-9,7,11,1958,23,6,1959,5,1,0,0,228,228,15,4,1,1,3,0,0,0,0,gml-2.0
610,-9,22,10,1962,30,6,1965,5,3,2,-9,982,982,17,4,1,1,1,0,0,0,0,gml-2.0
611,-9,25,5,1964,30,4,1975,2,2,6,-9,3992,3992,20,5,1,8,5,0,0,0,0,gml-2.0
612,-9,27,2,1921,16,3,1921,6,1,0,0,17,17,7,3,1,1,1,0,0,0,0,gml-2.0
